page,row_index,y_center,token_count,row_text
2,43,1894.7560975609756,41,"save | SpaceFill | Jul 28, 2025 12.57 PM | Spacefill is a logistics technology provider | that offers | 3PL management platform__ | spacefill fr | 51-200 | nia | France | ile-De-France | Paris | Load contacts | ntacts | Private Equity | 2018 | 23.2 | Mar 15, 2022 | Series | Bonsai Partners | nla | NGP Capital | nla | nla | nla | nla | nla | nla | nfa | nla | nla | nla | nla | nla | ~4% | nla | nla | nla | nla | nla | nla"
2,44,1939.2272727272727,44,"save | hide | Deskera | Jul 28, 2025 12.57 PM | Deskera is = | offers integrated solutions for accounting;_ | business software provider that | deskera.com | 51-200 | 125 | United States | (USA) | Minnesota | Minneapolis | duiskera | Load contacts | ntacts | Venture Capital | 2008 | 182.8 | nla | Jul 15, 2024 | Series | Jungle Ventures | nla | InnoVen Capital In | nla | nla | nla | nla | ~6% | -14% | -23% | -29% | 30% | ~25% | ~54% | 5% | 729 N Washington Ave; 6th Floor; Minneapolis, MN 55401, US | nla | nla | nla | nla | nla"
2,45,1984.6,45,"save | hide | Vertuoza | Jul 28, 2025 12.57 PM | software provider that offers | Vertuoza | construction management | comprehensi_. | vertuoza com | 51-200 | 107 | Belgium | Wallonia | Nivelles | Veirtuoza | Load contacts | ntacts | Venture Capital | 2020 | 11.9 | 10.5 | Oct 12, 2023 | Series | Fortino Capital | nla | XAnge | wing-( | nla | nla | nla | nla | 2% | 11% | 33% | 48% | 189% | 723% | 5,250% | -13% | 16 Rue Louis Braille; Nivelles, 1400, BE | nla | nla | nla | nla | nla"
2,46,2029.5,43,"save | hide | Crisp | Jul 28, 2025 12.57 PM | provides | Crisp | data analytics company that | collaborative commerce platform__ | gocrisp com | 201-500 | 260 | United States | (USA) | Arkansas | Bentonville | gucrisp | Load contacts | ntacts | Venture Capital | 2016 | 128 | Sep 24, 2024 | Series | Cox Enterprises | Corporate | Evolution Venture: | ATLAS Technolog: | nla | nla | 31% | 39% | 53% | 120% | 154% | 312% | 504% | 21% | Bentonville, AR 72764, US | nla | nla | nla | nla | nla"
2,47,2074.3902439024396,41,"save | hide | Metacommerce | Jul 28, 2025 12.57 PM | Metacommerce is = | company that provides software solutions fo_. | market analysis service | metacommerce ru | 11-50 | Russia | Moscow | Moscow | etacommerce-io | Load contacts | ntacts | Venture Capital | 2011 | 0.9 | Sep 11, 2016 | Series | Internet Initiatives Developi | nla | Internet Initiatives | nla | nla | nla | nla | ~2% | nla | nfa | 2% | 6% | nla | 11% | 29% | nla | Vostochnaya str;; 4-1, build: 10; Moscow; Moscow 115280,RU | nla | nla | nla | nla"
2,48,2119.3750000000005,44,"save | hide | Emitwise | Jul 28, 2025 12.57 PM | that provides solutions for businesses to tra_. | Emitwise | carbon management company | emitwise com | 51-200 | United Kingdom | (UK) | England | London | hitwise | Load contacts | ntacts | Venture Capital | 2019 | Mar 30, 2022 | Series | ArcTern Ventures | nla | Saltwater | Soc | nla | nla | nla | nla | nla | nla | nfa | nla | nfa | nfa | nla | nla | nla | nla | nla | nla | nla | nla | nla | nlal"
2,49,2164.238095238095,42,"save | hide | Maven Machines | Jul 28, 2025 12.57 PM | Maven Machines | specializing in Al-powered solutions for_. | software company | mavenmachines con | 51-200 | United States | (USA) | Pennsylvania | Pittsburgh | maven-machines | Load contacts | ntacts | Venture Capital | 2014 | 10.1 | Sep 21, 2022 | Series | nla | nla | Allos Ventures | nla | nla | nla | nla | -23% | ~25% | -29% | ~27% | ~40% | ~51% | -44% | -23% | 4117 Liberty Ave; Pittsburgh, Pennsylvania 15224, US | nla | nla | nla | nla | nla"
2,50,2209.178571428571,42,"save | hide | ABM Cloud | Jul 28, 2025 12.57 PM | provides cloud based solutions for business_ | ABM Cloud is = | technology company that | abmcloud com | 51-200 | 150 | Estonia | Harju | Tallinn | %e2%80%93 -_ | alim-cloud - | Load contacts | ntacts | Venture Capital | 2014 | Dec 20, 2020 | Series | nla | nla | nla | nla | nla | nla | nla | ~1% | 4% | 10% | 8% | 9% | nla | nla | ~1% | Tartu highway; 2; Tallinn, EE | nla | nla | nla | nla | nla"
2,51,2254.3111111111107,45,"save | hide | eSUB Construction Software | Jul 28, 2025 12.57 PM | provider that offers solutions tailored for_ | eSUB is : | construction management software | esub. | com | 51-200 | United States | (USA) | California | San Diego | esub | Load contacts | ntacts | Private Equity | 2008 | Apr 30, 2023 | Series | Catalyst Investors | nla | Autodesk | Cat | nla | nla | nla | nla | -2% | -2% | 2% | ~8 % | -8% | -44% | 50% | ~39% | ~53% | 63% | 4875 Eastgate Mall Suite No. 250; San Diego, CA 92121, US | nla | nla | nla | nla | nla"
2,52,2299.704545454546,44,"save | Alvys | Jul 28, 2025 12.57 PM | Alvys is a software company that specializes | in transportation management solutions. | It.. | alvys com | 51-200 | 134 | United States | (USA) | California | Solana Beach | alvysinc | Load contacts | ntacts | Venture Capital | 2020 | 26.8 | 20.5 | Jul 14, 2024 | Series | Bonfire Ventures | nla | Picus Capital | nla | nla | nla | nla | -10% | ~6% | 6% | 17% | 67% | 103% | 1,575% | nla | ~20% | Solana Beach; CA 92075, US | nla | nla | nla | nla | nla"
2,53,2344.75,42,"save | hide | Omnea | Jul 28, 2025 12.57 PM | that offers | Omnea is a procurement automation provider | suite of software solutions__. | omnea.cO | 51-200 | United Kingdom | (UK) | England | London | oinnea | Load contacts | ntacts | Venture Capital | 2022 | 20 | Oct 13, 2024 | Series | Accel | nla | Point Nine | nla | nla | nla | nla | 48% | 71% | 154% | 456% | ,800% | nla | nla | 13% | London, GB | nla | nla | nla | nla | nla"
2,54,2389.275,40,"save | hide | Pricemoov | Jul 28, 2025 12.57 PM | offers solutions for price management __ | Pricemoov is | pricing software provider that | pricemoov com | 51-200 | France | ile-De-France | Paris | plicemoov | Load contacts | ntacts | Venture Capital | 2016 | Apr 11, 2023 | Series | Bpifrance | nla | Kima Ventures | nla | nla | nla | nla | ~6% | -21% | ~48% | ~69% | ~72% | ~46% | ~34% | 23% | 37 Avenue Trudaine; Paris, France 75009, FR | nla | nla | nla | nla | nla"
2,55,2434.5108695652166,46,"save | hide | melonn | Jul 28, 2025 12.57 PM | Melonn is = | fulfillment services for | logistics company specializing in | ~commerce and:_ | melonn com | 51-200 | 247 | Colombia | Antioquia | Puerto Nare | melonn | Load contacts | ntacts | Venture Capital | 2020 | 24.5 | Feb | 2022 | Series | Global Founders Capital AF | nla | Wollef | QED In | nla | nla | nla | 22 | nla | ~5% | ~1% | 2% | 8% | 14% | 626% | nla | 9% | Medellin; Antioquia 050022, CO | nla | nla | nla | nla | nla"
2,56,2479.3095238095243,42,"save | hide | Plandek | Jul 28, 2025 12.57 PM | Plandek is | specializes in providing engineering-_. | software company that | plandek com | 11-50 | United Kingdom | (UK) | England | London | plandek | Load contacts | ntacts | Private Equity | 2017 | Oct 16, 2022 | Series | YFM Equity Partners | nla | Supernode Global | nla | nla | nla | nla | 11% | 19% | 44% | 63% | 157% | 206% | 145% | -15% | The Print Rooms, Unit 313; 164-180 Union St; Southwark; London | SEI OHS, GB | nla | nla | nla | nla | nla"
2,57,2524.2159090909086,44,"save | hide | Wakeo | Jul 28, 2025 12.57 PM | Wakeo | specializing in supply chain visibility solutio_. | logistics technology provider | wakeo.co | 51-200 | France | ile-De-France | Paris | wakeo | Load contacts | ntacts | Venture Capital | 2016 | 32.7 | 19.5 | Dec | 2023 | Series | 360 Capital | nla | 50 Partners | nla | nla | nla | nla | nla | ~4% | 4% | 9% | 25% | 51% | 195% | 300% | 25% | Rue Auber; Paris, ile-de-France 75009,FR | nla | nla | nla | nla | nla"
2,58,2569.755555555555,45,"save | hide | OnPoint E-commerce | Jul 28, 2025 12.57 PM | based | OnPoint i | Vietnam, specializing | for-profit e-commerce enabler | providing _ | onpoint:vn | 201-500 | 465 | Vietnam | Ho Chi Minh | Ho Chi Minh | City | ouipointvn | Load contacts | ntacts | Private Equity | 2016 | Jun 23, 2022 | Series | SeaTown Holdings Internati | Corporate | Kiwoom Investmei | Crea | nla | 40 | nla | 5% | 16 % | 33% | 33 % | 64% | 105% | 239% | 777% | nla | Ho chi minh; VN | nla | nla | nla | nla | nla"
2,59,2614.804878048782,41,"save | CnM#aNRTJIRA] | Jul 28, 2025 12.57 PM | Co , Ltd_ | Guangzhou Kuaipi Information Technology | software company specializing | kuaipi com cn | 51-200 | China | Guangdong | Guangzhou | %es%bg%bf%e5_ | Load contacts | ntacts | Private Equity | 2015 | Aug 31, 2015 | Series | China Soft Capital | nla | Unity Ventures Jl; | nla | nla | nla | nla | nla | ~6% | 6% | ~6% | 6% | -11% | nla | ~46% | ~34% | nla | nla | nla | nla | nla | nla | nla"
2,60,2659.352272727272,44,"save | Food Market Hub | Jul 28, 2025 12.57 PM | Food Market Hub is | provides procurement and inventory_. | software company that | foodmarkethub.com | 51-200 | Malaysia | Kuala Lumpur | Petaling Jaya | fcodmarkethub | Load contacts | ntacts | Venture Capital | 2017 | 12.9 | 8.5 | Dec | 2021 | Series | 500 Global | nla | Velocity Ventures | nla | nla | nla | nla | -7% | -18 % | ~15% | -15% | ~27% | ~33% | 32% | 416 % | nla | Ungku Aziz Shah, Seksyen 13; Petaling Jaya, Selangor 46200, | 100-2.0118013, 129 Offices (Block J), Jaya One, Jalan Prof | nla | nla | nla | nla | nla"
2,61,2704.3837209302324,43,"save | One Data | Jul 28, 2025 12.57 PM | provider that specializes in building,_ | One Data | data management solutions | onedata.ai | 201-500 | 200 | Germany | Bavaria | Munich | e-data-it | Load contacts | ntacts | Venture Capital | 2013 | 44.9 | 34.9 | Jul 15, 2024 | Series | HV Capital | nla | SALVIA GmbH | nla | nla | nla | 26 | nla | ~1% | ~2% | 2% | -10% | ~21% | nla | nla | nla | 4% | PrinzregentenstraBe 50; Munich; Bavaria 80538, DE | nla | nla | nla | nla"
2,62,2749.896226415094,53,"save | hide | Pepper | Jul 28, 2025 12.57 PM | Pepper i | provides | Pepper is = | provides eCommerce solutions for food__ | eCommerce | technology company that | solutions for | food . | usepepper com | usepepper.com | 11-50 | 168 | United States | (USA) | New York | New York | fepepper | epepper | Load contacts | ntacts | Venture Capital | 2019 | 46 | May 12 , 2024 | Series | Greylock | nla | bossa invest | nla | nla | nla | nla | 1% | 5% | 60% | 216% | 216 % | 309% | 950% | 888% | 47% | New York City; New York, US | New York City; New York; US | nla | nla | nla | nfa | nla | nlal"
2,63,2794.6610169491523,59,"save | hide | HK Kardinal | Kardinal | Jul 28, 2025 12.57 PM | 28, 2025 12.57 PM | that specializes | Kardinal is a logistics optimization company | that specializes in Al-driven solutions for_. | Al-driven solutions for__. | kardinal.ai | 11-50 | France | ile-De-France | Paris | kiirdinalai | kairdinalai | Load contacts | ntacts | Venture Capital | 2015 | 12.6 | 10.4 | Jul = | Au | 2022 | Series | Bgv | nla | Serena | Plug & | Plug | nla | nla | nfa | nla | nla | nfa | ~1% | 32% | 7%/ | 7% | 3% | 14% | 128% | 128 % | 128 % | 128% | nla | 94, Rue de | 94, Rue de Ia Victoire; Paris, Ile-de-France 75009, FR | Victoire; Paris, Ile-de-France 75009, FR | nla | nla | nla | nfa | nla | ~nfa | nla"
2,64,2839.7384615384617,65,"save | hide | Bijak | Jul 28, 2025 12.57 PM | connects farmers and traders with market: _ | Bijak is an agricultural trading company that | connects farmers and traders with market _. | bijak in | bijak.in | 201-500 | 303 | India | Haryana | Gurugram | bijakapp | Load contacts | ntacts | Venture Capital | 2019 | 33.7 | 19.4 | Jan 19, 2022 | Series | Bertelsmann Multimedia Gr | nla | Omidyar Network | nla | nfa | nla | nfa | nla | nla | ~9% | 9% | ~9% | -9% | 9% | -16 % | -16% | nla | nfa | 1% | 75% | 75 % | 791% | nla | 6th | Sector | 6th Floor; Delta tower; Plot No.54; Delta Tower; Plot No. 54, | Sector 44 Rd, Gurugram, Haryana 122003; Gurgaon; Haryana. | Floor, | 44 | Delta tower; Plot No.54; Delta Tower; Plot No. 54, | Rd, Gurugram, Haryana 122003; Gurgaon, | Harvana _. | nla | nfa | nla | nfa | nla | nfa | nla | nfa | ~nla | nla"
2,65,2884.4122807017548,57,"save | hide | ONES.com | Jul 28, 2025 12.57 PM | Jul 28,2025 12.57 PM | company that offers | company that offers a comprehensive__ | ONES.com is = | ONES.com | software development | compre | ensive | ones com | ones.com | 201-500 | 155 | United States | (USA) | California | San Jose | ~srart-ones | srnart-ones | Load contacts | ntacts | Venture Capital | 2015 | 109 | 50 | Sep 21,2021 | Sep 21, 2021 | Series C | Gic | nla | SoftBank Investme | nla | nla | nla | 26 | nla | ~0% | -0% | 5% | 5 % | 4% | 4% | nla | nla | nla | 108 % | 108% | San Jose, California, US | nla | nla | nla | nla | ~nla | nla"
2,66,2929.4736842105262,57,"save | hide | IndicaOnline POS Software | Jul 28, 2025 12.57 PM | IndicaOnline | specializing | cannabis technology solution __ | cannabis technology | softwar | software company | company | solution _ | indicaonline com | 51-200 | United States | (USA) | California | Los Angeles | indicaonline | Load contacts | ntacts | Venture Capital | 2011 | nla | May | 2018 | Series | nla | nla | nla | nla; | nla | nla | nla | nla | ~6% | 6% | 7% | 7%/ | -17% | 17% | 12% | 133% | 211% | 180% | ~24% | -24% | 6464 W Sunset Blvd; Los Angeles, California, US | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
2,67,2974.365671641791,67,"save | hide | Kleeneai | Kleene.ai | Jul 28, 2025 12.57 PM | 28, 2025 12.57 PM | ~solutions provider that offers | solutions provider that offers | Kleene.ai is | ~data management ad Al | data management and Al | range of__ | range of_.. | kleene: | kleene.ai | 51-200 | (UK) | United Kingdom | England | London | minoro | Load contacts | ntacts | Venture Capital | 2017 | 16.1 | Nov | Nov = | 2021 | Series | Episode 1 Ventures | Episode | Ventures | nfa | nla | Octopus Ventures | nla | nla | nla | nla | nfa | ~5% | 5% | -12% | ~14% | -14% | -142 | ~25% | ~46% | -46% | 6% | nfa | nla | -15% | 32-38 Leman Street, Aldgate East; Aldgate East; London; | London E1 8EW; GB | 32-38 Leman Street, Aldgate East; Aldgate East; London, | nla | nfa | nla | nfa | nla | nfa | nla | nfa | ~nfa | nla"
2,68,3019.3928571428573,56,"save | Khide | FarmERPG | FarmERPe | Jul 28, 2025 12.57 PM | FarmERP | ~company that provides innovative farm __ | FarmERP is an agriculture technology | company that provides innovative farm __ | an agriculture technology | farmerp com | farmerp.com | 51-200 | India | Maharashtra | Pune | farmerp-smart - | platform | Load contacts | ntacts | Venture Capital | 2001 | nla | Dec 29, 2019 | Series | TechnoGen IT Services Ind | nla | TechnoGen IT Ser | nla | nfa | nla | nfa | nla | nla | -2% | -18% | -18 % | ~15% | -15% | -28% | 126% | 115% | 152% | 2% | maharashtra 411009, IN | maharashtra 411009, | Unit No. 17, Znd Floor; Electronic Co-operative Estate Ltd ; Pune | nla | nfa | nla | nfa | nla | nfa | nla | ~nla | nla"
2,69,3064.7946428571427,56,"save | ave | hide | Shop Circle | Jul 28, 2025 12.57 PM | Jul 28,2025 12.57 PM | Shop Circle is | Shop Circle | e-commerce software solutions: | ecommerce | software solutions | SaaS company specializing in | It offers = | offers a . | shopcircle.co | 201-500 | 242 | United Kingdom | (UK) | England | London | stiop-circle | shiop-circle | Load contacts | ntacts | Private Equity | 2021 | 245 | 60 | Feb 24, 2025 | Series | 645 Ventures | Corporate | Endeavor | SyS"" | Aiden | Guided | Aiden | Guided se | nla | 26 | nla | 4% | 6 % | 6% | 32% | 310% | 505% | 12,000% | nla | 4% | London, GB | nla | nla | nla | nla | ~nla | nla"
2,70,3109.3796296296296,54,"save | (hide | hide | OptimoRoute | Jul 28, 2025 12.57 PM | OptimoRoute | comoanv | company that provides solutions for delivery _. | that provides solutions for delivery_. | Troute optimization software | route optimization software | optimoroute.com | optimoroute com | 51-200 | United States | (USA) | California | Palo Alto | optimo-route | Load contacts | ntacts | Venture Capital | 2012 | 6.5 | Feb | 2020 | Series | Series A | Congruent Ventures | nla | Prelude Ventures | nla | nla | nla | nla | 3% | 3 % | 1% | nla | 48% | 52% | 89% | 205% | 58 % | 58% | Palo Alto, US | nla | nla | nfa | nla | nfa | nla | ~nla | nla"
2,71,3154.532786885246,61,"save | hide | JST Group | Jul 28, 2025 12.57 PM | 28, 2025 12.57 PM | Shanghai JUSHUITAN Network Technology | CO,LTD. | co.LTD. is a SaaS provider specializing in e_ | SaaS provider specializing in | jushuitan com | jushuitan.com | 1,001-5,000 | China | Shanghai | Shanghai | %e4%b8%8a%e6_. | %e4%b8%8a%e6. | Load contacts | ntacts | Private Equity | 2014 | 205.7 | 100 | Jun | 2020 | Series | Series C | Blue Lake Capital | Corporate | hsgcap com | hsgcap.com | dianjia.io | nfa | nla | nla | nfa | nla | 18 % | 18% | nfa | nla | nfa | nla | nfa | nla | nfa | nla | nfa | nla | nla | Shenchang Road 990; Shanghai, 200000, CN | nla | nfa | nla | nfa | nla | nfa | nla | nfa | ~nfa | nla"
2,72,3199.3260869565215,46,"save | (hide | TranSemic | Jul 28, 2025 12.57 PM | td AAC7_a' | Beijing Transemic Information Technology | Co , Ltd. | consulting and software. | transemic com.cn | 201-500 | China | Beijing | Beijing | nia | Load | contacts | ntacts | Venture Capital | 2015 | aC | AAr | 4.3 | Oct 24, 2019 | Ct | Series | nla | nla | nla | nla | nfa | nfa | nla | nla | nfa | nia | nfa | nfa | nfa | nfa | nla | nla | nfa | nfa | nfa | nla | nfa"
2,73,3244.7934782608695,46,"hide | KiotViet | Jul 28, 2025 12.57 PM | KiotViet Corporation | provider specia | alizing i | technology solutions | management: | kiotviet.vn | 1,001-5,000 | nla | Vietnam | Hanoi | Hanoi | kintviet | Load contacts | ntacts | Private Equity | 2014 | Aug 31, 2021 | Series B | Jungl | Ventures | nla | Traveloka | Jur | nla | nla | nla | 35 | nla | nla | nla | nfa | nla | nla | nla | nla | nla | nla | nla | nla | nla | nla | nla | ~nla"
2,74,3289.0625,48,"save | hide | Volusion | Jul | 28, 2025 12.57 PM | Volusion | provides businesses with tools | ecommerce | atform that | build and__. | volusion com | 51-200 | United States | (USA) | Texas | Austin | vcilusion | Load contacts | ntacts | Sponsor | Other Financial | 1999 | 90 | Jan 28, 2015 | Series | Main Street Capital Corpor; | nla | Main Street Capita | nla | nla | nla | nla | -1% | ~1% | -1% | -4% | 4% | -14% | ~22% | -27% | ~45% | -14% | 6504 Bridge Point Pkwy; Ste 125; Austin, Texas 78730,US | nla | nfa | nla | nla | ~nla"
2,75,3334.1477272727275,44,"save | hide | Teralytics | 28, 2025 12.57 PM | Teralytics is | ~specializes | mobility analytics provider that | offering data-driven insights | teralytics net | 51-200 | Switzerland | Zurich | Zurich | ralytics | Load contacts | ntacts | Venture Capital | 2012 | 17.5 | 17.5 | Aug | 2019 | Series D | Atomico | Corporate | Venture Kick | nla | nla | nfa | nfa | 5% | -14% | ~30% | -30% | ~56% | -66 % | -71% | -75% | nla | Zollstrasse 62; Zirich; Zurich 8005, CH | nfa | nfa | nfa | nfa"
2,76,3379.2738095238096,42,"Save | hide | Syrup Tech | Jul 28, 2025 12.57 PM | Syrup Tech | specializing in Al-driven inventory_ | technology company | syrup.tech | 11-50 | United States | (USA) | New York | New York | ""rup-tech | Load contacts | ntacts | Venture Capital | 2020 | 25.1 | 17.8 | Nov 30, 2023 | Series | 1984 Ventures | nla | Harvard Innovatiol | nla | nfa | nfa | nla | -2% | ~9% | -9% | -9% | 71% | 220% | 700% | nla | -53% | 52 Mercer Street; New York; NY 10013, US | nfa | nfa | nfa"
2,77,3424.0652173913045,46,"ave | hide | Polestar Analytics | Jul 28, 2025 12.57 PM | Polestar Solutions | specializing in Al and analytics solutions | consulting firm | tor . | polestarllp com | 501-1,000 | 623 | United States | (USA) | Texas | Dallas | polestarsolutions__ | Load contacts | ntacts | Venture Capital | 2012 | nla | Jan | 2022 | Series | nla | nla | nla | nla | nla | nla | nla | nla | nla | nia | nla | nla | nla | nla | nla | -23% | 4131 NCX; Suite 900; Dallas, Texas 75204,US | nla | nla | nla | nla | ~nla"
2,78,3469.1875,48,"save | hide | byrd | Jul 28, 2025 12.57 PM | Byrd [ | commerce fulfillment services. | logistics company specializing | offers _ | getbyrd com | 201-500 | 144 | Austria | Vienna | Vienna | byrd | Load contacts | ntacts | Venture Capital | 2016 | 82.9 | 55.8 | May | 2022 | Series C | Cambridge Capital LLC | nla | Mouro Capital | nla | nla | nla | 26 | nla | -7% | ~4% | 4% | -79 | -7% | -29% | ~37% | 65% | 200% | ~nla | Wiedner HauptstraBe 24; 12a; Vienna, Wien 1040, AT | nla | nla | nfa | nla | ~nla"
2,79,3514.1363636363635,44,"save | hide | Advotics | Supply Chain SaaS | 28, | 2025 12.57 PM | Advotics | specializing in supply chain management_ | technology company | advotics com | 51-200 | Indonesia | Jakarta | ~Jakarta | aclvotics | Load contacts | ntacts | Venture Capital | 2016 | 5.5 | 2.8 | Mar 1, 2021 | Series | East Ventures | nfa | East Ventures | nfa | nla | nla | nla | -17% | -18 % | ~38% | ~50% | ~42% | -41% | ~nla | CoHive 101, JI Mega Kuningan Barat Kav E.4.7, Kawasan Mega | Kuningan; 9th Floor #1-9,17-20; Jakarta, DKI 12950, ID | nfa | nfa | nfa | nfa | ~nfa"
2,80,3559.244680851064,47,"save | hide | Everseen | Jul 28, 2025 12.57 PM | Everseen | specializing | technology company | Visual Al solutions for busine_ | everseen cam | 1,001-= | 00o | 569 | Ireland | nla | nfa | evrerseen-limited | Load | contacts | ntacts | Private Equity | 2007 | 88. | 70.9 | May 10, 2023 | Series | Crosspoint Capital Partner: | nla | Crosspoint Capital | nla | nfa | nfa | 322 | nla | 0% | 0% | 11% | 50% | 61% | 122% | 225% | -95% | Office 4A; Blackpool Retail Park; Cork, County Cork 0000, IE | nfa | nfa | nfa | nfa | ~nla"
2,81,3604.7,45,"ave | hide | IdeaSoft Yazilim | Jul 28, 2025 12.57 PM | IdeaSoft is an e-commerce solutions provider | that offers | range | cpricec | including | ideasoft com.tr | 201-500 | 245 | Turkey | istanbul | Ayazaga | ideasoft-yaz-|-m | Load contacts | ntacts | Venture Capital | 2005 | nla | Apr 30, 2012 | Series | inventures | nla | inventures | nla | nla | nla | 29 | nla | 0% | nla | 9% | 15% | 29% | 75% | -32% | Uskiidar; TR | Cumhuriyet Mah: Libadiye Cad. Cimen Sok No:2; Istanbul, | nla | nla | nla | nla | ~nla"
2,82,3649.3255813953488,43,"save | hide | Unikum | Unikt larande | Jul 28, 2025 12.57 PM | Unlkum ' | that offers - | is an educational technology provider | comprehensive platform | for . | unikum net | 11-50 | Sweden | Stockholm | Stockholm | uulikum---net-ab | Load contacts | ntacts | Venture Capital | 2005 | Oct 3, 2019 | Series | Jce | Corporate | Jce | Tequity | Pluttra | Studyf | nla | nla | nla | -2% | -2% | 40 | 29% | 37% | nla | Hammarby Kaj 14; 4; Stockholm, Stockholms Ian 12030, SE | nla | nfa | nfa | nla | ~nla"
2,83,3694.3,45,"save | hide | Fairly Madeo | 28, 2025 12.57 PM | Fairly Made is | company that specializes | sustainability consulting | providing | fairlymade com | 51-200 | France | ile-De-France | Paris | fairly-made | Load contacts | ntacts | Private Equity | 2018 | 21.2 | 16.4 | Apr = | 2025 | Series | BNP Paribas Asset Manage | nfa | ETF Partners | Tni | nla | nla | nla | nla | 5% | 8 % | 25% | 73% | 233% | 650% | 1,025% | -9% | 12, Rue Philippe de Girard; Paris, ile-de-France 75010, FR | nfa | nfa | nfa | nfa | ~nla"
2,84,3739.191489361702,47,"save | hide | Dexory | Jul 28, 2025 12.57 PM | Dexory | in warehouse automation and analytics. The _ | ' technology company specializing | dexory com | 51-200 | 155 | United Kingdom | (UK) | England | London | buts-and-US | Load contacts | ntacts | Venture | Venture Capital | Capital | 2015 | 118 | 80 | Sep 30, 2024 | Series | Atomico | nfa | Latitude Ventures | nla | nfa | nfa | nla | 4% | 41% | 31% | 162% | nfa | nfa | nfa | 550% | Westbourne Studios, Room WE126.7, 242 Acklam Road, | Portobello; London; W1O 5JJ, GB | nfa | nfa | nfa | nfa | nfa"
2,85,3784.034090909091,44,"Gave | hide | Toolbx | Jul 28, 2025 12.57 PM | TOOLBX is : | commerce | solutions for the building supply. | digital platform that provides | toolbx com | 51-200 | United States | (USA) | California | Santa Monica | toolbx-inc | Load | contacts | ntacts | Venture Capital | 2018 | Jun | 2021 | Series | FJ Labs | nla | bossa invest | nla | nla | nla | nla | 5% | 10% | 7% | 19% | -27% | 5% | 120% | nla | Santa Monica, California 90401, US | nla | nla | nla | nla | ~nla"
2,86,3828.7093023255816,43,"save | hide | Threekit Visual Commerce | Jul 28,2025 12.57 PM | specializing in 3D product configuration and_ | Threekit is | visual commerce company | threekit com | 51-200 | United States | (USA) | Illinois | Chicago | threekit | Load contacts | ntacts | Venture Capital | 2018 | Nov | 2021 | Series | Isai | nla | ServiceNow | nla | nla | nla | nla | 2 % | nla | 5% | 2% | ~31% | -17% | 16 % | -29% | 100 | Wacker Dr; Chicago, Illinois 60606,US | nla | nfa | nla | nla | ~nla"
2,87,3874.1111111111113,45,"save | hide | HyperSKU | Jul 28, | 2025 12.57 PM | HyperSKU is | eCommerce platform that provides sourcing: | dropshipping supplier | 'and | hypersku com | 51-200 | Hong Kong | S.AR | nfa | nla | hypersku | Load contacts | ntacts | Venture Capital | 2018 | Jan 15, 2020 | Series | GGV Capital | nfa | IDG Capital | nla | nla | nla | nfa | 6% | ~4% | 4% | nla | nfa | 41% | 127% | 241% | 1,266 % | nla | Hong Kong Island, Wan Chai 999077,HK | nfa | nfa | nfa | nla | ~nja"
2,88,3919.953488372093,43,"save | hide | Shipsy | 28, 2025 12.57 PM | Shipsy is a logistics software provider that | offers | comprehensive suite | solutions fo__ | shipsy.io | 201-500 | 348 | India | Haryana | Gurugram | shipsy-in | Load contacts | ntacts | Venture Capital | 2015 | 31.6 | 23.9 | Feb 21, 2022 | Series | A91 Partners | Corporate | Redcliffe Capital | stockone com | nfa | nla | 0% | 5% | 5 % | 17% | 17% | nfa | nfa | nfa | ~27% | Vatika Business Park; Tower | Gurgaon, Haryana 122018, IN | nfa | nfa | nfa"
2,89,3964.340909090909,44,"Gave | hide | GreenPocket GmbH | Jul 28, 2025 12.57 PM | GreenPocket GmbH F | energy management | solutions | company specializing | They . | ~offer | greenpocket com | 11-50 | Germany | nla | nla | eenpocket-gmbh | Load contacts | ntacts | Venture Capital | 2009 | 11.6 | 3.6 | Aug 29, 2018 | Series ! | nla | nla | betafabrik GmbH | nla | nla | nla | nla | 18 % | 25% | 18 % | 22% | nla | ~2% | ~4% | -47% | SchanzenstraBe 6-20, Labor 3.09; Koln; 51063, DE | nla | nla | nla | nla"
2,90,4008.1847826086955,46,"save | hide | Taxdoo | Jul 28,2025 12.57 PM | software provider that specializes | Taxdoo | tay | consulting = | and | accounting | VAT _ | taxdoo.com | 51-200 | 126 | Germany | Hamburg | Hamburg | xdoo | Load contacts | ntacts | Venture Capital | 2016 | 86 | 64.6 | Dec 15, 2021 | Series | Accel | Corporate | Visionaries Club | nla | nla | nla | nla | 4% | -10% | -11% | -16 % | ~39% | 34% | 500% | 24% | Alter Wandrahm 13; Hamburg, HH 20457, DE | nla | nla | nla | nla"
2,91,4053.8444444444444,45,"save | hide | Kyte App | 28, 2025 12.57 PM | Kyte is | that offers solutions for small businesses to_ | ~sales management software provider | kyte com.br | 11-50 | Brazil | Santa Catarina | Jaragua Do Sul | kyrteapp | Load contacts | ntacts | Venture Capital | 2017 | 0.9 | nla | Sep | 2022 | Series | FJ Labs | nfa | FJ Labs | Carai | nla | nla | nla | nla | 2 % | 5% | 10% | 24% | -25% | -10% | 192% | -8 % | Rodovia Jose Carlos Daux 4150; | lorianopolis, Santa Catarina_ | nfa | nfa | nfa | nfa | ~nla"
