row_id,source_page,source_row,company,added_date,description,website,headcount,employees,country,region,city,url_slug,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,investment_count,company_address,growth_3mo_headcount,growth_6mo_headcount,growth_1yr_headcount,growth_2yr_headcount,growth_3yr_headcount,growth_4yr_headcount,growth_5yr_headcount,growth_3mo_web_traffic,growth_extra_1,growth_extra_2,qa_pass,qa_flags
151,1,163,Insite Al,"Jul 28, 2025 12.57 PM",specializing in advanced analytics ad_ Insite Al is an solutions provider,insite.ai,51-200,,United States,(USA),Arkansas,Bentonville,Venture Capital,2019,20.3,,"Oct 10, 2022",Series,AIM,Angel Investors Marll,nla,,"Bentonville, Arkansas 72712, US",3%,8%,8 %,-4%,4%,1%,116 %,318%,,,yes,
152,1,164,Hicx,"Jul 28, 2025 12.57 PM",provider that HICX is a supplier management software specializes enhancing-_,hicx.com,51-200,,United Kingdom,(UK),England,London,Venture Capital,2004,,,"Sep 14, 2022",Series,Wavecrest Growth Partner:,nla,Wavecrest Growth,,"Surrey Quays; 505; London; London SE8 SEN, GB",2%,-4%,-14%,4%,37%,63%,210%,39%,,,yes,
153,1,165,PlatformE,"Jul 28, 2025 12.57 PM","that offers the RIPE SDK, enabling business. Platforme software development company",platforme.com,11-50,,Portugal,Porto,Porto,platforme -,Venture Capital,2016,16.6,,"Oct 27, 2019",Series,nla,Corporate,pmeinvestimentos,,"Rua Sa da Bandeira; 605; Porto, Porto 4000-437, PT",~5%,5%,~15%,-15%,4%,11%,31%,,,,yes,
154,1,166,QueueBuster POS,"Jul 28, 2025 12.57 PM",offers QueueBuster is a technology company that comprehensive point-of-sale (POS)__,queuebuster.co,51-200,104,India,Uttar Pradesh,Noida,queuebuster-co,Venture Capital,2015,,,"Jun 12, 2022",Series,Chiratae Ventures,nla,DMI AIF - The Spa,,"Noida, Uttar Pradesh 201307, IN",41%,-0%,0%,6 %,11%,,,,,,yes,
155,1,167,Sales Layer,"Jul 28, 2025 12.57 PM",Sales Layer = specializes in Product Information. software company that,saleslayer.com,51-200,,Spain,Community,Valencian,Valencia,Venture Capital,2013,30.4,,"Jun 17, 2022",Series,PeakSpan Capita,nla,Swanlaab Venture,,"Luz; Planta 82; Valencia,",2%,4%,16 %,12%,76%,185 %,-26%,,,,yes,
156,1,168,Miro,"Jul 28, 2025 12.57 PM",offers digital platform designed for remote collaboration software provider that miro_ Lcom,,"1,001-5,000","2,789",United States,(USA),California,San Francisco,Venture Capital,2011,476.3,400,Jan 2022,Series,Accel,Corporate,AltalR Capital,307,"535 Mission St; San Francisco, California 94105, US",~1%,~2%,2%,-0%,0%,15%,54%,185 %,715 %,-8%,no,missing_website
157,1,169,BeyondTrucks,"Jul 28, 2025 12.57 PM",BeyondTrucks is specializes in providing transportation . software company that,beyondtrucks.com,51-200,,United States,(USA),California,San Francisco,Venture Capital,2019,,,"Sep 29, 2024",Series,Deep Tech Fund (an Alumn,nla,Pear VC,,"1 Ferry Bldg;; Suite 201; San Francisco, California 94111, US",10%,29%,55%,82%,287%,-59%,,,,,yes,
158,1,170,Osaro,"Jul 28, 2025 12.57 PM",warehouse automation solutions: They_ OSARO robotics company specializing in ~Osaro com,,51-200,,United States,(USA),California,San Francisco,Private Equity,2015,96.3,,"Aug 17, 2021",Series,AAF Management Ltd:,nla,Comcast Ventures,,"500 Third Street; San Francisco, CALIFORNIA 94107, US",41%,11%,8%,8 %,16 %,42%,~2%,,,,no,missing_website
159,1,171,SourceDay,"Jul 28, 2025 12.57 PM",company that offers software solutions for__ supply chain management,sourceday.com,51-200,,United States,(USA),Texas,Austin,Venture Capital,2013,57.6,31.5,"Feb 14, 2022",Series,Deep Tech Fund (an Alumn,nla,ATX Venture Partn,,"9737 Great Hills Trail; Suite 10O; Austin; Texas 78759,US",-12%,-17%,-20%,-35%,-33%,2%,4%,-23%,,,yes,
160,1,172,Survicate,"Jul 28, 2025 12.57 PM",Survicate is offers tools for collecting and analyzing__. survey software provider that,survicate.com,51-200,,United States,(USA),nla,nla,Private Equity,2013,3.5,2.4,"Jul 19, 2021",Series,Airbridge Equity Partners,nla,SpeedUp Venture,,"ulica Przyrynek 14; Warsaw; MA 00-219, PL",5%,7%,3%,33%,115%,100%,~4%,,,,yes,
161,1,173,osapiens,,~ul 28 2025 12.57 PM ~solutions t0 help businesses comply with _. company that provides ESG,osapiens.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
162,1,174,Jo,"Jul 28, 2025 12.57 PM",offers cloud-based solutions for businesses. Qoyod an accounting software provider that qoyod.com 249 Saudi Arabia Riyadh Riyadh,offers.cloud,51-200,249,Saudi Arabia,Riyadh,Riyadh,wwyod-,Other Financial,2016,20,,"Dec 28, 2020",Series,Merak Capital,nla,Arzan Venture Car,20,Riyadh; SA,5%,13%,19%,76%,492%,896%,-11%,,,,yes,
163,1,175,Katana Cloud Inventory,"Jul 28, 2025 12.57 PM",Katana cloud inventory management solutions: software company that provides katanamrp: com,katana.cloud,51-200,126,Estonia,Harju,Tallinn,Itanamrp,Private Equity,2017,,,"Oct 11, 2022",Series,42cap,nla,Startup Wise Guy:,,"Staapli 12; 13; Tallinn, Harju 10415, EE",-13%,-16%,-16 %,-18%,8 %,137%,447%,,,,yes,
164,1,176,Blaze,"Jul 28, 2025 12.57 PM",BLAZE is offers comprehensive suite of solutions fo_ cannabis software provider that,blaze.me,51-200,,United States,(USA),California,Anaheim,Venture Capital,2017,9.5,155,"Mar 30, 2021",Series,Act One Ventures,Corporate,Delta Emerald Ven,155,"Riverview Dr; STE 304; Anaheim; California 92808, US",~2%,2%,-19%,-23%,29%,170%,342%,~15%,,,yes,
165,1,177,Rhim Ewrrtra&,"Jul 28, 2025 12.57 PM",specializes in e-commerce solutions. The_ Kuaidi1oo logistics service provider that,kuaidi1oo.com,,,,,,,Venture Capital,2015,5.8,,"Mar 23, 2017",Series,nla,nla,nla,,"#TR4J); Rtim,r$A 518000,CN",20%,-40%,100%,~21%,,,,,,,yes,
166,1,178,Beroe Inc,"Jul 28, 2025 12.57 PM",Beroe is a procurement intelligence provider that offers Al-powered solutions to help.,beroeinc.com,"501-1,000",796,United States,(USA),North Carolina,Raleigh,Private Equity,2006,84,,May 2016,Series,Access Asset Managers Pr,Corporate,Access Asset Mar,84,"27606, US",1%,4%,10%,24%,35%,47%,56 %,-15%,,,yes,
167,1,179,Kz,"Jul 28, 2025 12.57 PM",Huoban specializes in providing digital solutions for__ software company that,huoban.com,"501-1,000",,China,Beijing,Beijing,%e4%bc%/99%e4_,Private Equity,2012,97.9,,"Dec 15, 2021",Series,Engage Capital,nla,trustbridgepartner,,"shangdisanjie; haidian; Beijing, beijing; CN",6%,9%,5%,~27%,,,,,,,yes,
168,1,180,Tuyen dung Sapo,"Jul 28, 2025 12.57 PM",Sapo Technology JSC that provides comprehensive sales: software company sapo.vn,,"501-1,000",348,Vietnam,Hanoi,Hanoi,~Stipo-vn,Venture Capital,2008,,,"May 14, 2020",Series,Smilegate Investment,nla,() #tin-I-,,"266 Doi Can street; Ladeco Building; Hanoi, Vietnam 100OO, VN",~0%,0%,~1%,110%,165 %,461%,-13%,,,,no,missing_website
169,1,181,Scoutbee,,~ul 28 2025 12.57 PM Scoutbee is ~company that offers Al-powered solutions f_. procurement technology,scoutbee.com,11-50,,United States,(USA),California,San Francisco,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
170,1,182,ROI Hunter,"Jul 28, 2025 12.57 PM",ROI Hunter is specializes in product performance digital marketing agency that roihunter:com,,51-200,,Czech Republic,South Moravian,Brno,rci-hunter,Corporate,2014,5.7,5.2,"Sep 24, 2018",Series,Grupa Radiowa Agory Sp.,nla,Grupa Radiowa Ac,,"Brno, South Moravia 602 00, CZ",3%,6%,6 %,-7%,33%,21%,,,,,no,missing_website
171,1,183,Cave,,Khid Everstream Analytics ~ul 28 2025 12.57 PM Everstream Analytics management company that provides. supply chain risk,everstream.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
172,1,184,Calendly,"Jul 28, 2025 12.57 PM",that provides Calendly is scheduling software company platform for automating__,calendly.com,"501-1,000",558,United States,(USA),Georgia,Atlanta,Venture Capital,,350.6,350,"Jan 25, 2021",Series,Iconiq,Corporate,OpenView,350,"271 I7th St NW; IOth Floor; Atlanta, Georgia 30363, US",~5%,-14%,~14%,-19%,6%,100%,253%,4%,,,yes,
173,1,185,Fabric,"Jul 28, 2025 12.57 PM",that provides innovative solutions for retailer__ an automated fulfillment company,getfabric.com,,,,,,,Private Equity,2015,336,200,"Oct 25, 2021",Series,Aliment Capital,nla,Koch Disruptive Te,200,"524 Broadway; New York, New York 10012, US",2%,9%,20%,33%,37%,89%,155%,-26%,,,yes,
174,1,186,Prewave,"Jul 28, 2025 12.57 PM",~company that offers solutions for risk__ supply chain management,prewave.com,201-500,237,Austria,Vienna,Vienna,plewave,Venture Capital,2017,98.1,67.5,"Jun 24,2024",Series,Creandum,nla,Hedosophia,30,"Rothschildplatz 4; 3rd Floor; Vienna, 1020 , AT",33%,7%,26%,119%,438%,085 %,533%,72%,,,yes,
175,1,187,Reach Accountant,"Jul 28, 2025 12.57 PM",Reach Process Outsourcing company that offers range of solutions: software reachaccountant cor,,11-50,,India,Tamil Nadu,Chennai,reach-accountant,Venture Capital,2009,0.5,0.5,"Oct 10, 2013",Series,peakxvcom,nla,peakxvcom,,"800049, IN",-12%,-16%,-14%,~6%,,,,,,,no,missing_website
176,1,188,CSEMREENRTJRA,"Jul 28, 2025 12.57 PM",3VJIA is design solutions for the home decoration a__ software company specializing in,3vjia.com,"501-1,000",183,China,Guangdong,Guangzhou,es%bg%bf%ea__,Venture Capital,2013,117.6,,"Jun 18, 2023",Series,FENFWree+TR,nla,FANFW#Z?,,"Cm,CSA510663, CN",39%,0%,~2%,18 %,84%,,,,,,yes,
177,1,189,Vinculum Group,"Jul 28, 2025 12.57 PM",specializing Vinculum Group is omnichannel retail technolog-- SaaS provider,vinculumgroup.com,201-500,550,India,Uttar Pradesh,Noida,Iculumgroup,Venture Capital,2007,,,"Jul 24, 2023",Series,Accel,nla,InnoVen Capital In,,"Sector 62; Noida, Uttar Prades __",~0%,~2%,2%,~6%,6 %,7%,8 %,12%,~24%,,yes,
178,1,190,Aiperia,"Jul 28, 2025 12.57 PM",supply chain optimization for the food__ AIPERIA is a software company specializing in,aiperia.com,51-200,,Germany,nla,nla,planerai,Venture Capital,2021,,,"Apr 17, 2024",Series,Earlybird Venture Capital,nla,LBBW Venture Cal,,"Gitterle 2; GroBrinderfeld, Baden-Wirttemberg 97950, DE",3%,1%,9%,,,,,,,,yes,
179,1,191,Tailor,"Jul 28, 2025 12.57 PM",that specializes Tailor is . software development company customizable ERP _,tailor.tech,11-50,141,United States,(USA),California,San Francisco,Private Equity,2021,26.3,,"May 19, 2025",Series,Anri,nla,Anri,,"San Francisco, CA, US",7%,42%,166 %,540%,466 %,-19%,,,,,yes,
180,1,192,ENXMIETRXTRA&,"Jul 28, 2025 12.57 PM",specializing in digital economy solutions. WelinkData technology service provider Th_.,welinkdata.com,51-200,,China,Shanghai,Shanghai,%e4%b8%8a%e6_.,Venture Capital,2007,9.6,4.5,"Nov 20, 2017",Series,nla,nla,dchien cn,,"200062, CN",~8 %,-8%,-11%,-17%,~32%,,,,,,yes,
181,1,193,CLO Virtual Fashion,"Jul 28, 2025 12.57 PM",specializing in 3D garment simulation and_. CLO Virtual Fashion is software company clovirtualfashion con,kdbcapital.co,201-500,425,South Korea,Seoul,Seoul,clo-virtual-fashion-,Private Equity,2009,40.7,34.8,"Dec 15, 2024",Series,Atinum Investment,Corporate,kdbcapital.co.kr,,"Gangnam-gu, Seoul, Republic of Korea; Gangnam",~17%,,,,,,,,,,yes,
182,1,194,Smart Fabric,"Jul 28, 2025 12.57 PM",manufacturing and software solutions__ ##EMU)RTTJIRA :] is a textile,sfabric.com,,,,,,,Venture Capital,2014,560,460,"Jan 13, 2025",,,,,460,Nanshan district Science and Technology Park; Shenzhen; CN,6%,~5%,5%,6 %,14%,33%,433%,,,,no,missing_last_funding_type
183,1,195,Recurrency,"Jul 28, 2025 12.57 PM",specializes ERP automation solutions for__ software company that,recurrency.com,51-200,,United States,(USA),California,San Francisco,Venture Capital,2018,22.1,,"Jan 31, 2023",Series,9Yards Capital,nla,Combinator,,"San Francisco, California 94114,US",16 %,19%,61%,51%,35%,212%,16%,,,,yes,
184,1,196,everstox,"Jul 28, 2025 12.57 PM",~everstox is integrated logistics solutions for eCommerc__. logistics company that provides,everstox.com,51-200,,Germany,Bavaria,Munich,~everstox,Venture Capital,2019,22.4,,"Nov 24, 2021",Series,Acton Capital,nla,Acton Capital,,"GanghoferstraBe 68b; Munich, Bavaria 80339, DE",-16%,-12%,-7%,~20%,1%,190%,814%,20%,,,yes,
185,1,197,Nyshex,"Jul 28, 2025 12.57 PM",NYSHEX is a logistics technology company that provides digital infrastructure for global__.,nyshex.com,51-200,,United States,(USA),New York,New York,Private Equity,2014,68.9,,"Nov 18, 2024",,,,,,"New York, NY 10004, US",33%,3%,-13%,435%,~24%,-14%,,,,,no,missing_last_funding_type
186,2,2,Regrello,"Jul 28, 2025 12.57 PM",Regrello is = supply chain and operations management__. software company special lizing,regrello.com,11-50,,United States,(USA),California,San Francisco,Private Equity,2021,25.2,20,"May 29, 2022",,,,,20,"San Francisco, CA, US",8 %,15%,64%,119%,338%,94%,,,,,no,missing_last_funding_type
187,2,3,Burq,"Jul 28, 2025 12.57 PM",Burq is a delivery service company that provides on-demand and same-day delivery__,burqup.com,51-200,,United States,(USA),California,San Francisco,Venture Capital,2021,10.5,10.5,"May 23, 2024",Series,Deep Tech Fund (an Alumn,nla,Bdmi,,"May 23, 2024",5%,8%,8 %,61%,182%,393%,028%,,,,yes,
188,2,4,Activities,"Jul 28, 2025 12.57 PM",BeMyGuest Pte. Ltd. is a technology provider specializing solutions for the travel::.,bemyguest.com,51-200,,Singapore,nla,nla,bumyguest-travel,Venture Capital,2012,,,"Jun 23, 2019",Series,nla,Corporate,Tidesquare,,"Singapore; Singapore, SG",~4%,~8 %,-8%,-10%,~2%,32%,41%,24%,~49%,,yes,
189,2,5,Saltmine,"Jul 28, 2025 12.57 PM","Saltmine is - that integrates data, people, and processes workplace optimization platform",saltmine.com,51-200,129,United States,(USA),California,San Francisco,Venture Capital,2016,,,"Dec 10, 2024",Series,Rigel Capital Management,nla,Xplorer Capital,,"601 California St; San Francisco, California 94108, US",3%,10%,,,,,,,,,yes,
190,2,6,Source.ag,"Jul 28, 2025 12.57 PM",Source.ag is an agricultural technology company that specializes in Al-driven__. source.ag,,51-200,107,Netherlands,North Holland,Amsterdam,lurce-ag,Private Equity,2020,,,Jun 2023,Series,el4.vc,nla,Astanor,,"Johan Huizingalaan 7634; Amsterdam; 1066VH, NL",~5%,~17%,-17%,-16%,-16 %,15%,101%,040%,22%,,no,missing_website
191,2,7,Printerous,"Jul 28, 2025 12.57 PM",specializing in print and packaging solutions_. BZB e-procurement platform,printerous.com,51-200,,Indonesia,~Jakarta,West Jakarta,plinterous,Venture Capital,2015,,,"Feb 13, 2020",Series,AddVentures by SCG,nla,gdpventure com,,"Raya Kebayoran Lama No.333 A-B, Kebayoran Lama_",-10%,-18 %,-23%,~43%,~66%,~70%,68 %,,,,yes,
192,2,8,carbmee,"Jul 28, 2025 12.57 PM",that specializes Carbmee carbon management company providing automated__.,carbmee.com,51-200,,Germany,Berlin,Berlin,cairbmee,Venture Capital,2021,,,Dec 2024,Series,CommerzVentures,nla,Fly Ventures,,"Rosenthaler StraBe; 36; Berlin, 10178,DE",22%,44%,60%,50%,75%,800%,,,,,yes,
193,2,9,RRR-1*04405#+8,"Jul 28, 2025 12.57 PM",Mengxiang Technology platform that provides intelligent distribution__. ~commerce,aikucun.com,"1,001-5,000",,China,Shanghai,Shanghai,% e79/88%b1%e5_,Venture Capital,2014,212.5,110,"Oct 25, 2018",Series,GGV Capital,nla,Legend Capitallta,110,"Oct 25, 2018",35%,,,,,,,,,,yes,
194,2,10,Kraaft,"Jul 28, 2025 12.57 PM",in construction project management solutio__ Kraaft is - software company that specializes,kraaft.co,11-50,,France,ile-De-France,Paris,kraaft-co,Venture Capital,2020,16.8,13.5,"Jan 20, 2025",Series,Brick =,Mortar Ventures,nla,,"99, Rue La Fayette; Paris, Ile-de-France 75010, FR",9%,51%,64%,115%,124%,211%,366%,,,,yes,
195,2,11,DOSS.COM,"Jul 28, 2025 12.57 PM",Doss in providing enterprise resource planning_. software company that specializes,doss.com,11-50,,United States,(USA),California,San Francisco,Venture Capital,2019,23.4,,"Apr 14, 2025",Series,20sales.vc,nla,2sales vc,,"San Francisco, CA, US",10%,35%,157%,285%,311%,,,,,,yes,
196,2,12,mater,"Jul 28, 2025 12.57 PM",m3ter is usage-based billing solutions for BZB_. software company specializing in,mater.com,51-200,,United Kingdom,(UK),England,London,Private Equity,2020,31.5,,"Apr 26, 2023",Series,Insight Partners,nla,Notion Capital,,"London, GB",~5%,-7%,-16%,-16 %,4%,50%,410%,,,,yes,
197,2,13,Napta,"Jul 28, 2025 12.57 PM",Napta is a staffing solution provider that offers comprehensive platform for staffing and_.,napta.io,51-200,,France,ile-De-France,Paris,pickyourskills,Venture Capital,2016,9.9,8.8,"Mar 21, 2022",Series,Kerala Ventures,nla,Kerala Ventures,,"63, Rue Saint-Sabin; Paris, ile-de-France 75011, FR",1%,~4%,4%,~2%,12%,0%,,,,,yes,
198,2,14,Sprig,"Jul 28, 2025 12.57 PM",in product experience management software company that - specializes ofters _.,sprig.com,51-200,256,United States,(USA),California,San Francisco,Venture Capital,2019,,,Aug 2022,Series,Accel,nla,Accel,,"71 Stevenson St; San Francisco, California 94105, US",2%,208%,232%,276%,146%,333%,,,,,yes,
199,2,15,Builder Prime,"Jul 28, 2025 12.57 PM",provides an all-in-one CRM and estimating__. software company that,builderprime.com,11-50,,United States,(USA),New York,Staten Island,Private Equity,2016,,,"May 30, 2023",Series,Blueprint Equity,nla,Blueprint Equity,,"Staten Island; NY 10314, US",10%,13%,57%,477%,633%,500%,17%,,,,yes,
200,2,16,Janio Asia,"Jul 28, 2025 12.57 PM",Janio supply chain management solutions. They_ logistics company specializing in janio.asia,,51-200,134,Singapore,nla,nla,janio,Venture Capital,2018,,,"May 21, 2023",Series,Vertex Growth,nla,Choco Up,,"Bridge Road; #20-02, Peninsula Plaza; Singapore,",~2%,~8 %,-8%,~17%,-17%,-26%,-23%,-12%,13%,,no,missing_website
201,2,17,Agrivi,"Jul 28, 2025 12.57 PM",AGRIVI is in digital agriculture solutions technology company specializing offers a .,agrivi.com,51-200,,United Kingdom,(UK),England,London,Venture Capital,2013,7.3,5.3,"Nov 16, 2020",Series,AgriTech Hub Fund,Corporate,Fil Rouge Capital,,"Wenlock Road 20-22; London; England N1 7GU, GB",2%,-7%,-2%,~25%,~34%,~2%,5%,332%,,,yes,
202,2,18,CartonCloud,"Jul 28, 2025 12.57 PM",that offers cloud-based solutions for__ CartonCloud is a logistics software provider cartoncloud.com Australia Queensland Burleigh Heads cairtoncloud,offers.cloud,51-200,,Australia,Queensland,Burleigh Heads,cairtoncloud,Venture Capital,2014,10.8,8.5,"Jan 30, 2022",Series,nla,nla,qic comau,,"27-29 Dover Drive; Burleigh Heads, QLD 4220, AU",1%,3%,10%,44%,116 %,209%,11%,,,,yes,
203,2,19,Eturnity AG,"Jul 28, 2025 12.57 PM",Eturnity AG is specializing in renewable energy solutions. software company,eturnity.ch,51-200,,nla,Switzerland,Grisons,Chur,Private Equity,2012,8.8,8.8,,Series,Alantra,nla,Venture Kick,,,,,,,,,,,,,yes,
204,2,20,Chain.io,"Jul 28, 2025 12.57 PM",specializes,chain.io,11-50,,United States,(USA),Pennsylvania,Philadelphia,Venture Capital,2017,,,"Jun 14, 2022",Series,Eve Atlas,nla,Eve Atlas,,"399 Market Street; Suite 360; Philadelphia; PA 19106,US",~3%,-11%,11%,~17%,-17%,~33%,~34%,18 %,146%,128 %,yes,
205,2,21,Deck Commerce,"Jul 28, 2025 12.57 PM",specializing in order management systems technology provider,deckcommerce.com,11-50,,United States,(USA),Missouri,St: Louis,Venture Capital,2015,12.5,7.8,"Oct 11, 2021",Series,Plymouth Growth,nla,Arsenal Capital M:,,"Brentwood Blvd; St Louis, Missouri, US",-4%,-12%,-10%,18 %,~24%,46%,148%,,,,yes,
206,2,22,Ttez (New Core Tech),"Jul 28, 2025 12.57 PM","Shanghai Niuku Information Technology Ltd. is a technology solutions provider __ Co,,",xinheyun.com,51-200,,China,Shanghai,Shanghai,xinheyun,Venture Capital,2014,54.2,30.9,"Aug 22, 2021",Series,Cowin Venture Capital,nla,IDG Capital,,"QWA_61078; Exm, :wm 200000, CN",9%,43%,91%,187%,,,,,,,yes,
207,2,23,Cradle Technology Services (Pty) Ltd,"Jul 28, 2025 12.57 PM",solutions provider specializing in barcoding_. Cradle Technology Services technology,cradle.co,11-50,,South Africa,Western Cape,Cape Town,cradle-technology-,Venture Capital,2000,,,"Jul 7, 2019",Series,Knife Capital,nla,Knife Capital,,"Olive Grove Business Park; Old Paardevlei Road,",-4%,4%,~4%,11%,,,,,,,yes,
208,2,24,Camunda,"Jul 28, 2025 12.57 PM",specializes workflow and decision . software company that,camunda.com,"501-1,000",550,Germany,Berlin,Berlin,caimunda-services -,Private Equity,2008,126.2,97.8,"Mar 21, 2021",Series,Highland Europe,nla,Highland Europe,,"Strasse 55-58; Berlin, Deutschland 10961,DE",2%,6%,16 %,50%,75%,93%,202%,-9%,,,yes,
209,2,25,BuyCo,"Jul 28, 2025 12.57 PM",BuyCo is in container shipping solutions. logistics platform that specializes offers a .,buyco.co,51-200,,France,Provence-Alpes -,Cote D'Azur,Marseille,Venture Capital,2015,9.7,,"Jul 23, 2023",Series,Banque Populaire du Sud,nla,Cma Cgm,,"37 bld Paul Peyral; MARSEILLE, PACA 13006, FR",33%,10%,12%,-13%,1%,28%,106%,,,,yes,
210,2,26,paretos,"Jul 28, 2025 12.57 PM",in decision intelligence solutions. It offers AI__. Paretos technology company speciae lizing,paretos.com,51-200,,Germany,Wurttemberg,Baden -,Heidelberg,Private Equity,2020,19.8,,"Oct 27, 2024",Series,Acton Capital,nla,UVC Partners,,"Palo-Alto Platz 13; Heidelberg, Baden-Wurttemberg 69124,DE",3%,23%,52%,70%,431%,,,,,,yes,
211,2,27,Enode,"Jul 28, 2025 12.57 PM",provides API solutions for connecting and_ an energy technology company that,enode.com,11-50,,Norway,Oslo,Oslo,eriode-io,Venture Capital,2020,17.2,,Nov 2022,Series,BoxGroup,nla,lowercarboncapita,,"Inkognitogata; Oslo, NO",3%,7%,20%,66 %,252%,650%,900%,45%,,,yes,
212,2,28,LoyaltyLion,"Jul 28, 2025 12.57 PM",LoyaltyLion is offers software solutions to enhance: loyalty program provider that,ioyaltylion.com,51-200,,United Kingdom,(UK),England,London,Venture Capital,2012,7.3,,Feb 2021,Series,Kennet Partners,nla,Downing,,"20 Farringdon Street; London; England EC4A 4AB, GB",~5%,5%,~2%,~20%,-29%,-17%,73%,0%,,,yes,
213,2,29,Lucidchart,"Jul 28, 2025 12.57 PM",Lucid Software Inc. is that offers web-based diagramming_ software company,lucidchart.com,"1,001-5,000","1,229",United States,(USA),Utah,South Jordan,Venture Capital,2010,228,,"Feb 28, 2021",Series,nla,nla,500 Global,228,"Feb 28, 2021",~21%,,,,,,,,,,yes,
214,2,30,ane(ttz)ee#XTir4&,"Jul 28, 2025 12.57 PM",YMNE (1t3) {8R2XTIRA] technology company specializing digital__.,techbloom.net,51-200,,China,Beijing,Beijing,%e5%8c997%e4_,Venture Capital,2011,,,Jan 2023,Series,Susquehanna Asia Venture,nla,A-capital com cn,,"1t5m 100176, CN",5%,46%,35%,72%,,,,,,,yes,
215,2,31,Apicbase,"Jul 28, 2025 12.57 PM",comprehensive F&B management platform __ software company that provides,apicbase.com,51-200,,Belgium,Flanders,Antwerp,apicbase,Venture Capital,2017,8.5,,"May 18, 2021",Series,Ark Angels Activator Fund,nla,Newion,,"Samberstraat 3; Antwerp, Flemish Region 2060, BE",-4%,~9%,9%,-16%,-16 %,~27%,17%,51%,,,yes,
216,2,32,Epic Gardening,"Jul 28, 2025 12.57 PM",Epic Gardening is a gardening supply retailer that offers wide range of products includin__.,epicgardening.com,51-200,,United States,(USA),Colorado,Broomfield,Venture Capital,2013,17.5,17.5,"Dec 20, 2021",Series,Tcg,Corporate,Tcg,,"660 Compton St; Broomfield, Colorado 80020, US",7%,4%,24%,94%,323%,340%,500%,-10%,,,yes,
217,2,33,OneRail,"Jul 28, 2025 12.57 PM",last mile delivery solutions. They offer OneRail is = logistics company specializing in,onerail.com,51-200,189,United States,(USA),Florida,Orlando,Venture Capital,2018,109.5,,"Nov 20, 2024",,,,,,"8427 Southpark Circle; 200; Orlando, Florida 32819, US",10%,11%,32%,24%,85 %,,,,,,no,missing_last_funding_type
218,2,34,Earri#WEE TRA,"Jul 28, 2025 12.57 PM","Shanghai Fineex Supply Chain Management Co , Ltd_ logistics company that__.",fineex.com,"501-1,000",,China,Shanghai,Shanghai,le4%b8%8a%e6_,Venture Capital,2006,160.8,,"Jun 15, 2023",Series,nla,nla,P#LERECi?,,"2Wb218588535*71+3217-32272; EXem, ENm",1%,-9%,~34%,30%,,,,,,,yes,
219,2,35,Distru,"Jul 28, 2025 12.57 PM",Distru is : cannabis ERP solutions: It offers a_ software company specializing in,distru.com,11-50,,United States,(USA),California,Oakland,Venture Capital,2016,,,"Nov 19, 2024",Series,Global Founders Capital AF,nla,Poseidon Investma,,"330 Znd St:; Oakland, CA 94607, US",13%,25%,40%,59%,96%,180%,-28%,,,,yes,
220,2,36,Threecolts,"Jul 28, 2025 12.57 PM",ecommerce solutions for retail vendors an__. software company specializing,threecolts.com,"501-1,000",303,United Kingdom,(UK),England,London,Venture Capital,2021,90.7,90.7,Mar 2023,Series,coventure.Vc,Corporate,Stratos Technolog,,"London, GB",10%,33%,124%,248%,657%,000%,431%,,,,yes,
221,2,37,"Logile, Inc.","Jul 28, 2025 12.57 PM",Logile is offers software solutions for labor_. retail technology provider that,logile.com,201-500,212,United States,(USA),Texas,Southlake,Private Equity,2005,32,2600,"Jan 30, 2023",Series,Sixth Street,nla,Sixth Street,32,"Southlake Blvd ; Suite 120; Southlake, TX 76052, US",1%,~2%,2%,~6%,6%,3%,28%,55%,-28%,,yes,
222,2,38,Hivery,"Jul 28, 2025 12.57 PM",HIVERY is a retail technology company specializing in Al-driven solutions for_.,hivery.com,51-200,,Australia,New South Wales,Surry Hills,hivery,Private Equity,2015,43.4,29.2,"Jul 13, 2022",Series,ASI Growth Partners,nla,The Coca-Cola Cc,,"Surry Hills, New South Wales 2010, AU",~66%,90%,98 %,~97%,89%,,,,,,yes,
223,2,39,ClimateAi,"Jul 28, 2025 12.57 PM",that offers advanced Al-driven solutions for__. ClimateAi is - climate intelligence provider,climate.ai,51-200,,United States,(USA),California,San Francisco,Venture Capital,2017,38.2,,"Apr 12, 2023",Series,academyinvestorcom,Venture Capital,FootPrint Coalition,,"353 Sacramento St; San Francisco, California 94111, US",6%,~31%,~33%,-15%,37%,218 %,69%,,,,yes,
224,2,40,Onfleet,"Jul 28, 2025 12.57 PM",specializing in last mile delivery solutions T_ Onfleet is a logistics software provider,onfleet.com,51-200,,United States,(USA),California,San Francisco,Private Equity,2015,41.9,,,Series,Almanac,nla,Sgh,,"717 California St; San Francisco, California 94108, US",5%,2%,7%,-12%,~25%,6%,137%,-23%,,,yes,
